orig,hira,kana,hepburn,kunrei,passport
吸着,きゅうちゃく,キュウチャク,kyuuchaku,kyuutyaku,kyuuchaku
急転,きゅうてん,キュウテン,kyuuten,kyuuten,kyuuten
急騰,きゅうとう,キュウトウ,kyuutou,kyuutou,kyuuto
給湯,きゅうとう,キュウトウ,kyuutou,kyuutou,kyuuto
吸入,きゅうにゅう,キュウニュウ,kyuunyuu,kyuunyuu,kyuunyuu
窮迫,きゅうはく,キュウハク,kyuuhaku,kyuuhaku,kyuuhaku
給費,きゅうひ,キュウヒ,kyuuhi,kyuuhi,kyuuhi
急病,きゅうびょう,キュウビョウ,kyuubyou,kyuubyou,kyuubyou
朽腐,きゅうふ,キュウフ,kyuufu,kyuufu,kyuufu
給付,きゅうふ,キュウフ,kyuufu,kyuufu,kyuufu
急変,きゅうへん,キュウヘン,kyuuhen,kyuuhen,kyuuhen
急募,きゅうぼ,キュウボ,kyuubo,kyuubo,kyuubo
窮乏,きゅうぼう,キュウボウ,kyuubou,kyuubou,kyuubo
休眠,きゅうみん,キュウミン,kyuumin,kyuumin,kyuumin
救民,きゅうみん,キュウミン,kyuumin,kyuumin,kyuumin
究明,きゅうめい,キュウメイ,kyuumei,kyuumei,kyuumei
糾明,きゅうめい,キュウメイ,kyuumei,kyuumei,kyuumei
糾問,きゅうもん,キュウモン,kyuumon,kyuumon,kyuumon
給油,きゅうゆ,キュウユ,kyuuyu,kyuuyu,kyuuyu
給与,きゅうよ,キュウヨ,kyuuyo,kyuuyo,kyuuyo
休養,きゅうよう,キュウヨウ,kyuuyou,kyuuyou,kyuuyou
給養,きゅうよう,キュウヨウ,kyuuyou,kyuuyou,kyuuyou
急落,きゅうらく,キュウラク,kyuuraku,kyuuraku,kyuuraku
急冷,きゅうれい,キュウレイ,kyuurei,kyuurei,kyuurei
寄与,きよ,キヨ,kiyo,kiyo,kiyo
起用,きよう,キヨウ,kiyou,kiyou,kiyou
強意,きょうい,キョウイ,kyoui,kyoui,kyoui
脅威,きょうい,キョウイ,kyoui,kyoui,kyoui
教育,きょういく,キョウイク,kyouiku,kyouiku,kyouiku
競泳,きょうえい,キョウエイ,kyouei,kyouei,kyouei
恐悦,きょうえつ,キョウエツ,kyouetsu,kyouetu,kyouetsu
恭悦,きょうえつ,キョウエツ,kyouetsu,kyouetu,kyouetsu
共演,きょうえん,キョウエン,kyouen,kyouen,kyouen
競演,きょうえん,キョウエン,kyouen,kyouen,kyouen
供応,きょうおう,キョウオウ,kyouou,kyouou,kyouo
協応,きょうおう,キョウオウ,kyouou,kyouou,kyouo
饗応,きょうおう,キョウオウ,kyouou,kyouou,kyouo
強化,きょうか,キョウカ,kyouka,kyouka,kyouka
教化,きょうか,キョウカ,kyouka,kyouka,kyouka
凝華,ぎょうか,ギョウカ,gyouka,gyouka,gyouka
教誨,きょうかい,キョウカイ,kyoukai,kyoukai,kyoukai
教戒,きょうかい,キョウカイ,kyoukai,kyoukai,kyoukai
教誡,きょうかい,キョウカイ,kyoukai,kyoukai,kyoukai
恐嚇,きょうかく,キョウカク,kyoukaku,kyoukaku,kyoukaku
共学,きょうがく,キョウガク,kyougaku,kyougaku,kyougaku
驚愕,きょうがく,キョウガク,kyougaku,kyougaku,kyougaku
恐喝,きょうかつ,キョウカツ,kyoukatsu,kyoukatu,kyoukatsu
共管,きょうかん,キョウカン,kyoukan,kyoukan,kyoukan
叫喚,きょうかん,キョウカン,kyoukan,kyoukan,kyoukan
共起,きょうき,キョウキ,kyouki,kyouki,kyouki
慶喜,よしのぶ,ヨシノブ,yoshinobu,yosinobu,yoshinobu
狂喜,きょうき,キョウキ,kyouki,kyouki,kyouki
驚喜,きょうき,キョウキ,kyouki,kyouki,kyouki
協議,きょうぎ,キョウギ,kyougi,kyougi,kyougi
暁起,ぎょうき,ギョウキ,gyouki,gyouki,gyouki
凝議,ぎょうぎ,ギョウギ,gyougi,gyougi,gyougi
供給,きょうきゅう,キョウキュウ,kyoukyuu,kyoukyuu,kyoukyuu
競業,きょうぎょう,キョウギョウ,kyougyou,kyougyou,kyougyou
狂喜乱舞,きょうきらんぶ,キョウキランブ,kyoukiranbu,kyoukiranbu,kyoukirambu
恐懼,きょうく,キョウク,kyouku,kyouku,kyouku
教訓,きょうくん,キョウクン,kyoukun,kyoukun,kyoukun
恭敬,きょうけい,キョウケイ,kyoukei,kyoukei,kyoukei
行啓,ぎょうけい,ギョウケイ,gyoukei,gyoukei,gyoukei
供血,きょうけつ,キョウケツ,kyouketsu,kyouketu,kyouketsu
凝結,ぎょうけつ,ギョウケツ,gyouketsu,gyouketu,gyouketsu
教護,きょうご,キョウゴ,kyougo,kyougo,kyougo
凝固,ぎょうこ,ギョウコ,gyouko,gyouko,gyouko
強行,きょうこう,キョウコウ,kyoukou,kyoukou,kyouko
恐惶,きょうこう,キョウコウ,kyoukou,kyoukou,kyouko
校合,きょうごう,キョウゴウ,kyougou,kyougou,kyougou
競合,きょうごう,キョウゴウ,kyougou,kyougou,kyougou
行幸,ぎょうこう,ギョウコウ,gyoukou,gyoukou,gyouko
行香,ぎょうごう,ギョウゴウ,gyougou,gyougou,gyougou
行幸啓,ぎょうこうけい,ギョウコウケイ,gyoukoukei,gyoukoukei,gyoukokei
教唆,きょうさ,キョウサ,kyousa,kyousa,kyousa
共催,きょうさい,キョウサイ,kyousai,kyousai,kyousai
共済,きょうさい,キョウサイ,kyousai,kyousai,kyousai
夾雑,きょうざつ,キョウザツ,kyouzatsu,kyouzatu,kyouzatsu
協賛,きょうさん,キョウサン,kyousan,kyousan,kyousan
教示,きょうじ,キョウジ,kyouji,kyouzi,kyouji
仰視,ぎょうし,ギョウシ,gyoushi,gyousi,gyoushi
凝視,ぎょうし,ギョウシ,gyoushi,gyousi,gyoushi
怯弱,きょうじゃく,キョウジャク,kyoujaku,kyoujaku,kyoujaku
拱手,きょうしゅ,キョウシュ,kyoushu,kyousyu,kyoushu
梟首,きょうしゅ,キョウシュ,kyoushu,kyousyu,kyoushu
享受,きょうじゅ,キョウジュ,kyouju,kyouju,kyouju
教授,きょうじゅ,キョウジュ,kyouju,kyouju,kyouju
共修,きょうしゅう,キョウシュウ,kyoushuu,kyousyuu,kyoushuu
嬌羞,きょうしゅう,キョウシュウ,kyoushuu,kyousyuu,kyoushuu
凝聚,ぎょうしゅう,ギョウシュウ,gyoushuu,gyousyuu,gyoushuu
凝集,ぎょうしゅう,ギョウシュウ,gyoushuu,gyousyuu,gyoushuu
恐縮,きょうしゅく,キョウシュク,kyoushuku,kyousyuku,kyoushuku
凝縮,ぎょうしゅく,ギョウシュク,gyoushuku,gyousyuku,gyoushuku
供出,きょうしゅつ,キョウシュツ,kyoushutsu,kyousyutu,kyoushutsu
供述,きょうじゅつ,キョウジュツ,kyoujutsu,kyoujutu,kyoujutsu
共助,きょうじょ,キョウジョ,kyoujo,kyoujo,kyoujo
協商,きょうしょう,キョウショウ,kyoushou,kyousyou,kyoushou
嬌笑,きょうしょう,キョウショウ,kyoushou,kyousyou,kyoushou
行商,ぎょうしょう,ギョウショウ,gyoushou,gyousyou,gyoushou
共振,きょうしん,キョウシン,kyoushin,kyousin,kyoushin
強振,きょうしん,キョウシン,kyoushin,kyousin,kyoushin
強震,きょうしん,キョウシン,kyoushin,kyousin,kyoushin
狂信,きょうしん,キョウシン,kyoushin,kyousin,kyoushin
共棲,きょうせい,キョウセイ,kyousei,kyousei,kyousei
共生,きょうせい,キョウセイ,kyousei,kyousei,kyousei
強制,きょうせい,キョウセイ,kyousei,kyousei,kyousei
強請,きょうせい,キョウセイ,kyousei,kyousei,kyousei
矯正,きょうせい,キョウセイ,kyousei,kyousei,kyousei
叫騒,きょうそう,キョウソウ,kyousou,kyousou,kyouso
狂躁,きょうそう,キョウソウ,kyousou,kyousou,kyouso
狂騒,きょうそう,キョウソウ,kyousou,kyousou,kyouso
競争,きょうそう,キョウソウ,kyousou,kyousou,kyouso
競漕,きょうそう,キョウソウ,kyousou,kyousou,kyouso
競走,きょうそう,キョウソウ,kyousou,kyousou,kyouso
行粧,こうそう,コウソウ,kousou,kousou,koso
形像,けいぞう,ケイゾウ,keizou,keizou,keizou
競争入札,きょうそうにゅうさつ,キョウソウニュウサツ,kyousounyuusatsu,kyousounyuusatu,kyousonyuusatsu
共存,きょうぞん,キョウゾン,kyouzon,kyouzon,kyouzon
凝滞,ぎょうたい,ギョウタイ,gyoutai,gyoutai,gyoutai
供託,きょうたく,キョウタク,kyoutaku,kyoutaku,kyoutaku
驚嘆,きょうたん,キョウタン,kyoutan,kyoutan,kyoutan
凝着,ぎょうちゃく,ギョウチャク,gyouchaku,gyoutyaku,gyouchaku
強調,きょうちょう,キョウチョウ,kyouchou,kyoutyou,kyoucho
協調,きょうちょう,キョウチョウ,kyouchou,kyoutyou,kyoucho
強直,きょうちょく,キョウチョク,kyouchoku,kyoutyoku,kyouchoku
共通,きょうつう,キョウツウ,kyoutsuu,kyoutuu,kyoutsuu
協定,きょうてい,キョウテイ,kyoutei,kyoutei,kyoutei
狂癲,きょうてん,キョウテン,kyouten,kyouten,kyouten
仰天,ぎょうてん,ギョウテン,gyouten,gyouten,gyouten
共闘,きょうとう,キョウトウ,kyoutou,kyoutou,kyouto
驚倒,きょうとう,キョウトウ,kyoutou,kyoutou,kyouto
共働,きょうどう,キョウドウ,kyoudou,kyoudou,kyoudou
共同,きょうどう,キョウドウ,kyoudou,kyoudou,kyoudou
協働,きょうどう,キョウドウ,kyoudou,kyoudou,kyoudou
協同,きょうどう,キョウドウ,kyoudou,kyoudou,kyoudou
嚮導,きょうどう,キョウドウ,kyoudou,kyoudou,kyoudou
向背,きょうはい,キョウハイ,kyouhai,kyouhai,kyouhai
嚮背,きょうはい,キョウハイ,kyouhai,kyouhai,kyouhai
競売,きょうばい,キョウバイ,kyoubai,kyoubai,kyoubai
強拍,きょうはく,キョウハク,kyouhaku,kyouhaku,kyouhaku
強迫,きょうはく,キョウハク,kyouhaku,kyouhaku,kyouhaku
脅迫,きょうはく,キョウハク,kyouhaku,kyouhaku,kyouhaku
恐怖,きょうふ,キョウフ,kyoufu,kyoufu,kyoufu
驚怖,きょうふ,キョウフ,kyoufu,kyoufu,kyoufu
強弁,きょうべん,キョウベン,kyouben,kyouben,kyouben
共謀,きょうぼう,キョウボウ,kyoubou,kyoubou,kyoubo
翹望,ぎょうぼう,ギョウボウ,gyoubou,gyoubou,gyoubo
狂奔,きょうほん,キョウホン,kyouhon,kyouhon,kyouhon
軽慢,きょうまん,キョウマン,kyouman,kyouman,kyouman
共鳴,きょうめい,キョウメイ,kyoumei,kyoumei,kyoumei
享有,きょうゆう,キョウユウ,kyouyuu,kyouyuu,kyouyuu
共有,きょうゆう,キョウユウ,kyouyuu,kyouyuu,kyouyuu
供与,きょうよ,キョウヨ,kyouyo,kyouyo,kyouyo
供用,きょうよう,キョウヨウ,kyouyou,kyouyou,kyouyou
共用,きょうよう,キョウヨウ,kyouyou,kyouyou,kyouyou
孝養,こうよう,コウヨウ,kouyou,kouyou,koyou
強要,きょうよう,キョウヨウ,kyouyou,kyouyou,kyouyou
享楽,きょうらく,キョウラク,kyouraku,kyouraku,kyouraku
競落,きょうらく,キョウラク,kyouraku,kyouraku,kyouraku
供覧,きょうらん,キョウラン,kyouran,kyouran,kyouran
狂乱,きょうらん,キョウラン,kyouran,kyouran,kyouran
協力,きょうりょく,キョウリョク,kyouryoku,kyouryoku,kyouryoku
行列,ぎょうれつ,ギョウレツ,gyouretsu,gyouretu,gyouretsu
許可,きょか,キョカ,kyoka,kyoka,kyoka
漁獲,ぎょかく,ギョカク,gyokaku,gyokaku,gyokaku
魚貫,おにき,オニキ,oniki,oniki,oniki
歔欷,きょき,キョキ,kyoki,kyoki,kyoki
醵金,きょきん,キョキン,kyokin,kyokin,kyokin
局限,きょくげん,キョクゲン,kyokugen,kyokugen,kyokugen
曲言,きょくげん,キョクゲン,kyokugen,kyokugen,kyokugen
極言,きょくげん,キョクゲン,kyokugen,kyokugen,kyokugen
玉砕,ぎょくさい,ギョクサイ,gyokusai,gyokusai,gyokusai
跼蹐,きょくせき,キョクセキ,kyokuseki,kyokuseki,kyokuseki
曲折,きょくせつ,キョクセツ,kyokusetsu,kyokusetu,kyokusetsu
曲筆,きょくひつ,キョクヒツ,kyokuhitsu,kyokuhitu,kyokuhitsu
曲論,きょくろん,キョクロン,kyokuron,kyokuron,kyokuron
極論,きょくろん,キョクロン,kyokuron,kyokuron,kyokuron
挙行,きょこう,キョコウ,kyokou,kyokou,kyoko
拒止,きょし,キョシ,kyoshi,kyosi,kyoshi
挙手,きょしゅ,キョシュ,kyoshu,kyosyu,kyoshu
居住,きょじゅう,キョジュウ,kyojuu,kyojuu,kyojuu
醵出,きょしゅつ,キョシュツ,kyoshutsu,kyosyutu,kyoshutsu
挙証,きょしょう,キョショウ,kyoshou,kyosyou,kyoshou
去勢,きょせい,キョセイ,kyosei,kyosei,kyosei
拒絶,きょぜつ,キョゼツ,kyozetsu,kyozetu,kyozetsu
挙措,きょそ,キョソ,kyoso,kyoso,kyoso
許諾,きょだく,キョダク,kyodaku,kyodaku,kyodaku
魚拓,ぎょたく,ギョタク,gyotaku,gyotaku,gyotaku
虚脱,きょだつ,キョダツ,kyodatsu,kyodatu,kyodatsu
曲解,きょくかい,キョクカイ,kyokukai,kyokukai,kyokukai
極諌,きょっかん,キョッカン,kyokkan,kyokkan,kyokkan
拒否,きょひ,キョヒ,kyohi,kyohi,kyohi
挙兵,きょへい,キョヘイ,kyohei,kyohei,kyohei
挙用,きょよう,キョヨウ,kyoyou,kyoyou,kyoyou
許容,きょよう,キョヨウ,kyoyou,kyoyou,kyoyou
去来,きょらい,キョライ,kyorai,kyorai,kyorai
居留,きょりゅう,キョリュウ,kyoryuu,kyoryuu,kyoryuu
挙例,きょれい,キョレイ,kyorei,kyorei,kyorei
帰洛,きらく,キラク,kiraku,kiraku,kiraku
きりあげ,きりあげ,キリアゲ,kiriage,kiriage,kiriage
きりすて,きりすて,キリステ,kirisute,kirisute,kirisute
起立,きりつ,キリツ,kiritsu,kiritu,kiritsu
きりもり,きりもり,キリモリ,kirimori,kirimori,kirimori
棄老,きろう,キロウ,kirou,kirou,kirou
記録,きろく,キロク,kiroku,kiroku,kiroku
禁圧,きんあつ,キンアツ,kin'atsu,kin'atu,kinatsu
近位,きんい,キンイ,kin'i,kin'i,kini
吟詠,ぎんえい,ギンエイ,gin'ei,gin'ei,ginei
禁煙,きんえん,キンエン,kin'en,kin'en,kinen
謹賀,きんが,キンガ,kinga,kinga,kinga
禁戒,きんかい,キンカイ,kinkai,kinkai,kinkai
勤学,きんがく,キンガク,kingaku,kingaku,kingaku
欣喜,きんき,キンキ,kinki,kinki,kinki
禁教,きんきょう,キンキョウ,kinkyou,kinkyou,kinkyou
謹啓,きんけい,キンケイ,kinkei,kinkei,kinkei
禁錮,きんこ,キンコ,kinko,kinko,kinko
均衡,きんこう,キンコウ,kinkou,kinkou,kinko
吟行,ぎんこう,ギンコウ,ginkou,ginkou,ginko
謹告,きんこく,キンコク,kinkoku,kinkoku,kinkoku
勤仕,きんし,キンシ,kinshi,kinsi,kinshi
禁止,きんし,キンシ,kinshi,kinsi,kinshi
近似,きんじ,キンジ,kinji,kinzi,kinji
禁酒,きんしゅ,キンシュ,kinshu,kinsyu,kinshu
緊縮,きんしゅく,キンシュク,kinshuku,kinsyuku,kinshuku
謹書,きんしょ,キンショ,kinsho,kinsyo,kinsho
吟唱,ぎんしょう,ギンショウ,ginshou,ginsyou,ginshou
吟誦,ぎんしょう,ギンショウ,ginshou,ginsyou,ginshou
吟醸,ぎんじょう,ギンジョウ,ginjou,ginjou,ginjou
謹慎,きんしん,キンシン,kinshin,kinsin,kinshin
近親相姦,きんしんそうかん,キンシンソウカン,kinshinsoukan,kinsinsoukan,kinshinsokan
禁制,きんせい,キンセイ,kinsei,kinsei,kinsei
謹製,きんせい,キンセイ,kinsei,kinsei,kinsei
吟声,ぎんせい,ギンセイ,ginsei,ginsei,ginsei
近接,きんせつ,キンセツ,kinsetsu,kinsetu,kinsetsu
勤続,きんぞく,キンゾク,kinzoku,kinzoku,kinzoku
近代化,きんだいか,キンダイカ,kindaika,kindaika,kindaika
禁断,きんだん,キンダン,kindan,kindan,kindan
近着,きんちゃく,キンチャク,kinchaku,kintyaku,kinchaku
緊張,きんちょう,キンチョウ,kinchou,kintyou,kincho
謹聴,きんちょう,キンチョウ,kinchou,kintyou,kincho
欽定,きんてい,キンテイ,kintei,kintei,kintei
謹呈,きんてい,キンテイ,kintei,kintei,kintei
勤王,きんのう,キンノウ,kinnou,kinnou,kinnou
勤皇,きんのう,キンノウ,kinnou,kinnou,kinnou
金納,きんのう,キンノウ,kinnou,kinnou,kinnou
禁縛,きんばく,キンバク,kinbaku,kinbaku,kimbaku
緊縛,きんばく,キンバク,kinbaku,kinbaku,kimbaku
緊迫,きんぱく,キンパク,kinpaku,kinpaku,kimpaku
謹白,きんぱく,キンパク,kinpaku,kinpaku,kimpaku
均分,きんぶん,キンブン,kinbun,kinbun,kimbun
欣慕,きんぼ,キンボ,kinbo,kinbo,kinbo
欽慕,きんぼ,キンボ,kinbo,kinbo,kinbo
吟味,ぎんみ,ギンミ,ginmi,ginmi,gimmi
勤務,きんむ,キンム,kinmu,kinmu,kimmu
禁慾,きんよく,キンヨク,kinyoku,kinyoku,kinyoku
禁欲,きんよく,キンヨク,kinyoku,kinyoku,kinyoku
禁漁,きんりょう,キンリョウ,kinryou,kinryou,kinryou
禁猟,きんりょう,キンリョウ,kinryou,kinryou,kinryou
勤労,きんろう,キンロウ,kinrou,kinrou,kinrou
勤労者,きんろうしゃ,キンロウシャ,kinrousha,kinrousya,kinrousha
具案,ぐあん,グアン,guan,guan,guan
愚案,ぐあん,グアン,guan,guan,guan
くいにげ,くいにげ,クイニゲ,kuinige,kuinige,kuinige
空襲,くうしゅう,クウシュウ,kuushuu,kuusyuu,kuushuu
空想,くうそう,クウソウ,kuusou,kuusou,kuuso
空転,くうてん,クウテン,kuuten,kuuten,kuuten
空洞化,くうどうか,クウドウカ,kuudouka,kuudouka,kuudouka
空爆,くうばく,クウバク,kuubaku,kuubaku,kuubaku
空発,くうはつ,クウハツ,kuuhatsu,kuuhatu,kuuhatsu
偶発,ぐうはつ,グウハツ,guuhatsu,guuhatu,guuhatsu
空費,くうひ,クウヒ,kuuhi,kuuhi,kuuhi
空輸,くうゆ,クウユ,kuuyu,kuuyu,kuuyu
空冷,くうれい,クウレイ,kuurei,kuurei,kuurei
くぎづけ,くぎづけ,クギヅケ,kugizuke,kugizuke,kugizuke
くぎり,くぎり,クギリ,kugiri,kugiri,kugiri
供花,くげ,クゲ,kuge,kuge,kuge
供華,くげ,クゲ,kuge,kuge,kuge
口訣,くけつ,クケツ,kuketsu,kuketu,kuketsu
苦言,くげん,クゲン,kugen,kugen,kugen
具現,ぐげん,グゲン,gugen,gugen,gugen
愚考,ぐこう,グコウ,gukou,gukou,guko
くさかり,くさかり,クサカリ,kusakari,kusakari,kusakari
句作,くさく,クサク,kusaku,kusaku,kusaku
くさむしり,くさむしり,クサムシリ,kusamushiri,kusamusiri,kusamushiri
駆使,くし,クシ,kushi,kusi,kushi
くしゃみ,くしゃみ,クシャミ,kushami,kusyami,kushami
口受,こうじゅ,コウジュ,kouju,kouju,koju
口授,こうじゅ,コウジュ,kouju,kouju,koju
駆除,くじょ,クジョ,kujo,kujo,kujo
苦笑,くしょう,クショウ,kushou,kusyou,kushou
具象,ぐしょう,グショウ,gushou,gusyou,gushou
苦心,くしん,クシン,kushin,kusin,kushin
苦辛,くしん,クシン,kushin,kusin,kushin
具申,ぐしん,グシン,gushin,gusin,gushin
くすりうり,くすりうり,クスリウリ,kusuriuri,kusuriuri,kusuriuri
苦戦,くせん,クセン,kusen,kusen,kusen
供饌,ぐせん,グセン,gusen,gusen,gusen
具瞻,ぐせん,グセン,gusen,gusen,gusen
具体化,ぐたいか,グタイカ,gutaika,gutaika,gutaika
くちいれ,くちいれ,クチイレ,kuchiire,kutiire,kuchiire
駆逐,くちく,クチク,kuchiku,kutiku,kuchiku
口喧嘩,くちげんか,クチゲンカ,kuchigenka,kutigenka,kuchigenka
くちごたえ,くちごたえ,クチゴタエ,kuchigotae,kutigotae,kuchigotae
くちぞえ,くちぞえ,クチゾエ,kuchizoe,kutizoe,kuchizoe
くちだし,くちだし,クチダシ,kuchidashi,kutidasi,kuchidashi
くちづけ,くちづけ,クチヅケ,kuchizuke,kutizuke,kuchizuke
くちづたえ,くちづたえ,クチヅタエ,kuchizutae,kutizutae,kuchizutae
くちづて,くちづて,クチヅテ,kuchizute,kutizute,kuchizute
口パク,くちぱく,クチパク,kuchipaku,kutipaku,kuchipaku
口約束,くちやくそく,クチヤクソク,kuchiyakusoku,kutiyakusoku,kuchiyakusoku
駆虫,くちゅう,クチュウ,kuchuu,kutyuu,kuchu
くちよせ,くちよせ,クチヨセ,kuchiyose,kutiyose,kuchiyose
苦痛,くつう,クツウ,kutsuu,kutuu,kutsuu
屈曲,くっきょく,クッキョク,kukkyoku,kukkyoku,kukkyoku
掘採,くっさい,クッサイ,kussai,kussai,kussai
掘削,くっさく,クッサク,kussaku,kussaku,kussaku
掘鑿,くっさく,クッサク,kussaku,kussaku,kussaku
屈指,くっし,クッシ,kusshi,kussi,kusshi
屈伸,くっしん,クッシン,kusshin,kussin,kusshin
掘進,くっしん,クッシン,kusshin,kussin,kusshin
屈折,くっせつ,クッセツ,kussetsu,kussetu,kussetsu
屈託,くったく,クッタク,kuttaku,kuttaku,kuttaku
屈服,くっぷく,クップク,kuppuku,kuppuku,kuppuku
口伝,くでん,クデン,kuden,kuden,kuden
苦闘,くとう,クトウ,kutou,kutou,kuto
求道,きゅうどう,キュウドウ,kyuudou,kyuudou,kyuudou
苦悩,くのう,クノウ,kunou,kunou,kunou
具備,ぐび,グビ,gubi,gubi,gubi
供奉,ぐぶ,グブ,gubu,gubu,gubu
弘布,こうふ,コウフ,koufu,koufu,kofu
工夫,くふう,クフウ,kufuu,kufuu,kufuu
区別,くべつ,クベツ,kubetsu,kubetu,kubetsu
求法,ぐほう,グホウ,guhou,guhou,guhou
くみかえ,くみかえ,クミカエ,kumikae,kumikae,kumikae
工面,くめん,クメン,kumen,kumen,kumen
