orig,hira,kana,hepburn,kunrei,passport
位官,いかん,イカン,ikan,ikan,ikan
偉観,いかん,イカン,ikan,ikan,ikan
医官,いかん,イカン,ikan,ikan,ikan
尉官,いかん,イカン,ikan,ikan,ikan
異観,いかん,イカン,ikan,ikan,ikan
移監,いかん,イカン,ikan,ikan,ikan
移管,いかん,イカン,ikan,ikan,ikan
衣冠,いかん,イカン,ikan,ikan,ikan
遺憾,いかん,イカン,ikan,ikan,ikan
依願,いがん,イガン,igan,igan,igan
胃癌,いがん,イガン,igan,igan,igan
位冠,いかん,イカン,ikan,ikan,ikan
維管束,いかんそく,イカンソク,ikansoku,ikansoku,ikansoku
衣冠束帯,いかんそくたい,イカンソクタイ,ikansokutai,ikansokutai,ikansokutai
いき,いき,イキ,iki,iki,iki
位記,いき,イキ,iki,iki,iki
域,いき,イキ,iki,iki,iki
委棄,いき,イキ,iki,iki,iki
彝器,いき,イキ,iki,iki,iki
息,いき,イキ,iki,iki,iki
意企,いき,イキ,iki,iki,iki
意気,いき,イキ,iki,iki,iki
遺棄,いき,イキ,iki,iki,iki
いぎ,いぎ,イギ,igi,igi,igi
威儀,いぎ,イギ,igi,igi,igi
意義,いぎ,イギ,igi,igi,igi
異義,いぎ,イギ,igi,igi,igi
異議,いぎ,イギ,igi,igi,igi
いきあたりばったり,いきあたりばったり,イキアタリバッタリ,ikiataribattari,ikiataribattari,ikiataribattari
いきあて,いきあて,イキアテ,ikiate,ikiate,ikiate
いきうめ,いきうめ,イキウメ,ikiume,ikiume,ikiume
いきえ,いきえ,イキエ,ikie,ikie,ikie
いきおい,いきおい,イキオイ,ikioi,ikioi,ikioi
いきき,いきき,イキキ,ikiki,ikiki,ikiki
いきぐすり,いきぐすり,イキグスリ,ikigusuri,ikigusuri,ikigusuri
いきくび,いきくび,イキクビ,ikikubi,ikikubi,ikikubi
意気込み,いきごみ,イキゴミ,ikigomi,ikigomi,ikigomi
いきさき,いきさき,イキサキ,ikisaki,ikisaki,ikisaki
いきさつ,いきさつ,イキサツ,ikisatsu,ikisatu,ikisatsu
いきち,いきち,イキチ,ikichi,ikiti,ikichi
閾値,いきち,イキチ,ikichi,ikiti,ikichi
意気投合,いきとうごう,イキトウゴウ,ikitougou,ikitougou,ikitogou
いきとしいけるもの,いきとしいけるもの,イキトシイケルモノ,ikitoshiikerumono,ikitosiikerumono,ikitoshiikerumono
いきどまり,いきどまり,イキドマリ,ikidomari,ikidomari,ikidomari
域内,いきない,イキナイ,ikinai,ikinai,ikinai
いきなり,いきなり,イキナリ,ikinari,ikinari,ikinari
いきぬき,いきぬき,イキヌキ,ikinuki,ikinuki,ikinuki
いきはぎ,いきはぎ,イキハギ,ikihagi,ikihagi,ikihagi
いきはじ,いきはじ,イキハジ,ikihaji,ikihazi,ikihaji
いきもの,いきもの,イキモノ,ikimono,ikimono,ikimono
依拠,いきょ,イキョ,ikyo,ikyo,ikyo
移居,いきょ,イキョ,ikyo,ikyo,ikyo
異境,いきょう,イキョウ,ikyou,ikyou,ikyou
異教,いきょう,イキョウ,ikyou,ikyou,ikyou
異郷,いきょう,イキョウ,ikyou,ikyou,ikyou
異香,いきょう,イキョウ,ikyou,ikyou,ikyou
偉業,いぎょう,イギョウ,igyou,igyou,igyou
医業,いぎょう,イギョウ,igyou,igyou,igyou
遺業,いぎょう,イギョウ,igyou,igyou,igyou
異形,いぎょう,イギョウ,igyou,igyou,igyou
医局,いきょく,イキョク,ikyoku,ikyoku,ikyoku
委曲,いきょく,イキョク,ikyoku,ikyoku,ikyoku
居玉,いぎょく,イギョク,igyoku,igyoku,igyoku
イギリス,いぎりす,イギリス,igirisu,igirisu,igirisu
イギリススパナ,いぎりすすぱな,イギリススパナ,igirisusupana,igirisusupana,igirisusupana
いきわかれ,いきわかれ,イキワカレ,ikiwakare,ikiwakare,ikiwakare
いくあて,いくあて,イクアテ,ikuate,ikuate,ikuate
イグアナ,いぐあな,イグアナ,iguana,iguana,iguana
イグアノドン,いぐあのどん,イグアノドン,iguanodon,iguanodon,iguanodon
いくえ,いくえ,イクエ,ikue,ikue,ikue
育英,いくえい,イクエイ,ikuei,ikuei,ikuei
育休,いくきゅう,イクキュウ,ikukyuu,ikukyuu,ikukyuu
いくぐすり,いくぐすり,イクグスリ,ikugusuri,ikugusuri,ikugusuri
いくさ,いくさ,イクサ,ikusa,ikusa,ikusa
いぐさ,いぐさ,イグサ,igusa,igusa,igusa
戦,せん,セン,sen,sen,sen
いくさうま,いくさうま,イクサウマ,ikusauma,ikusauma,ikusauma
いくさおの,いくさおの,イクサオノ,ikusaono,ikusaono,ikusaono
いくさぶね,いくさぶね,イクサブネ,ikusabune,ikusabune,ikusabune
いくじ,いくじ,イクジ,ikuji,ikuzi,ikuji
意気地,いくじ,イクジ,ikuji,ikuzi,ikuji
育児,いくじ,イクジ,ikuji,ikuzi,ikuji
胃薬,いぐすり,イグスリ,igusuri,igusuri,igusuri
育成,いくせい,イクセイ,ikusei,ikusei,ikusei
幾多,いくた,イクタ,ikuta,ikuta,ikuta
いぐち,いぐち,イグチ,iguchi,iguti,iguchi
イクチオサウルス,いくちおさうるす,イクチオサウルス,ikuchiosaurusu,ikutiosaurusu,ikuchiosaurusu
いくつ,いくつ,イクツ,ikutsu,ikutu,ikutsu
いくばく,いくばく,イクバク,ikubaku,ikubaku,ikubaku
育苗,いくびょう,イクビョウ,ikubyou,ikubyou,ikubyou
郁文,いくぶん,イクブン,ikubun,ikubun,ikubun
育毛,いくもう,イクモウ,ikumou,ikumou,ikumou
育毛剤,いくもうざい,イクモウザイ,ikumouzai,ikumouzai,ikumouzai
いくら,いくら,イクラ,ikura,ikura,ikura
イクラ,いくら,イクラ,ikura,ikura,ikura
いくらか,いくらか,イクラカ,ikuraka,ikuraka,ikuraka
イグルー,いぐるー,イグルー,iguruu,iguruu,iguruu
偉勲,いくん,イクン,ikun,ikun,ikun
遺訓,いくん,イクン,ikun,ikun,ikun
いけ,いけ,イケ,ike,ike,ike
池,いけ,イケ,ike,ike,ike
畏敬,いけい,イケイ,ikei,ikei,ikei
生殺,せいさつ,セイサツ,seisatsu,seisatu,seisatsu
いけどり,いけどり,イケドリ,ikedori,ikedori,ikedori
いけにえ,いけにえ,イケニエ,ikenie,ikenie,ikenie
犠,ぎ,ギ,gi,gi,gi
いけばな,いけばな,イケバナ,ikebana,ikebana,ikebana
イケメン,いけめん,イケメン,ikemen,ikemen,ikemen
いけん,いけん,イケン,iken,iken,iken
意見,いけん,イケン,iken,iken,iken
異見,いけん,イケン,iken,iken,iken
移建,いけん,イケン,iken,iken,iken
違憲,いけん,イケン,iken,iken,iken
遺賢,いけん,イケン,iken,iken,iken
医原,いげん,イゲン,igen,igen,igen
威厳,いげん,イゲン,igen,igen,igen
異言,いげん,イゲン,igen,igen,igen
遺言,ゆいごん,ユイゴン,yuigon,yuigon,yuigon
囲碁,いご,イゴ,igo,igo,igo
遺孤,いこ,イコ,iko,iko,iko
以後,いご,イゴ,igo,igo,igo
伊語,いご,イゴ,igo,igo,igo
いこい,いこい,イコイ,ikoi,ikoi,ikoi
以降,いこう,イコウ,ikou,ikou,iko
偉功,いこう,イコウ,ikou,ikou,iko
偉効,いこう,イコウ,ikou,ikou,iko
威光,いこう,イコウ,ikou,ikou,iko
意向,いこう,イコウ,ikou,ikou,iko
意嚮,いこう,イコウ,ikou,ikou,iko
移行,いこう,イコウ,ikou,ikou,iko
移項,いこう,イコウ,ikou,ikou,iko
衣桁,いこう,イコウ,ikou,ikou,iko
衣香,いこう,イコウ,ikou,ikou,iko
遺構,いこう,イコウ,ikou,ikou,iko
遺稿,いこう,イコウ,ikou,ikou,iko
意業,いごう,イゴウ,igou,igou,igou
イコール,いこーる,イコール,ikooru,ikooru,ikooru
異国,いこく,イコク,ikoku,ikoku,ikoku
居心地,いごこち,イゴコチ,igokochi,igokoti,igokochi
意固地,いこじ,イコジ,ikoji,ikozi,ikoji
遺骨,いこつ,イコツ,ikotsu,ikotu,ikotsu
遺恨,いこん,イコン,ikon,ikon,ikon
偉才,いさい,イサイ,isai,isai,isai
委細,いさい,イサイ,isai,isai,isai
異彩,いさい,イサイ,isai,isai,isai
異才,いさい,イサイ,isai,isai,isai
偉材,いざい,イザイ,izai,izai,izai
異材,いざい,イザイ,izai,izai,izai
いさお,いさお,イサオ,isao,isao,isao
いさおし,いさおし,イサオシ,isaoshi,isaosi,isaoshi
いさかい,いさかい,イサカイ,isakai,isakai,isakai
いざかや,いざかや,イザカヤ,izakaya,izakaya,izakaya
いさき,いさき,イサキ,isaki,isaki,isaki
遺作,いさく,イサク,isaku,isaku,isaku
いざこざ,いざこざ,イザコザ,izakoza,izakoza,izakoza
いさざ,いさざ,イサザ,isaza,isaza,isaza
縊殺,えいさつ,エイサツ,eisatsu,eisatu,eisatsu
いざない,いざない,イザナイ,izanai,izanai,izanai
いさめ,いさめ,イサメ,isame,isame,isame
いざよい,いざよい,イザヨイ,izayoi,izayoi,izayoi
いさりび,いさりび,イサリビ,isaribi,isaribi,isaribi
胃散,いさん,イサン,isan,isan,isan
胃酸,いさん,イサン,isan,isan,isan
遺産,いさん,イサン,isan,isan,isan
違算,いさん,イサン,isan,isan,isan
遺産分割,いさんぶんかつ,イサンブンカツ,isanbunkatsu,isanbunkatu,isambunkatsu
いし,いし,イシ,ishi,isi,ishi
医師,いし,イシ,ishi,isi,ishi
意志,いし,イシ,ishi,isi,ishi
意思,いし,イシ,ishi,isi,ishi
異志,いし,イシ,ishi,isi,ishi
石,いし,イシ,ishi,isi,ishi
移徙,いし,イシ,ishi,isi,ishi
縊死,いし,イシ,ishi,isi,ishi
遺址,いし,イシ,ishi,isi,ishi
遺子,いし,イシ,ishi,isi,ishi
遺志,いし,イシ,ishi,isi,ishi
遺矢,いし,イシ,ishi,isi,ishi
頤使,いし,イシ,ishi,isi,ishi
頤指,いし,イシ,ishi,isi,ishi
医治,いじ,イジ,iji,izi,iji
意地,いじ,イジ,iji,izi,iji
異事,ことごと,コトゴト,kotogoto,kotogoto,kotogoto
異時,いじ,イジ,iji,izi,iji
維持,いじ,イジ,iji,izi,iji
遺事,いじ,イジ,iji,izi,iji
医事,いじ,イジ,iji,izi,iji
異字,いじ,イジ,iji,izi,iji
遺児,いじ,イジ,iji,izi,iji
いしあたま,いしあたま,イシアタマ,ishiatama,isiatama,ishiatama
いしがき,いしがき,イシガキ,ishigaki,isigaki,ishigaki
いしがに,いしがに,イシガニ,ishigani,isigani,ishigani
石川,いしかわ,イシカワ,ishikawa,isikawa,ishikawa
いしき,いしき,イシキ,ishiki,isiki,ishiki
違式,いしき,イシキ,ishiki,isiki,ishiki
意識,いしき,イシキ,ishiki,isiki,ishiki
石工,いしく,イシク,ishiku,isiku,ishiku
いしぐみ,いしぐみ,イシグミ,ishigumi,isigumi,ishigumi
いしくれ,いしくれ,イシクレ,ishikure,isikure,ishikure
意思決定,いしけってい,イシケッテイ,ishikettei,isikettei,ishikettei
いしころ,いしころ,イシコロ,ishikoro,isikoro,ishikoro
いしずえ,いしずえ,イシズエ,ishizue,isizue,ishizue
礎,いしずえ,イシズエ,ishizue,isizue,ishizue
いしだか,いしだか,イシダカ,ishidaka,isidaka,ishidaka
いしだたみ,いしだたみ,イシダタミ,ishidatami,isidatami,ishidatami
石段,いしだん,イシダン,ishidan,isidan,ishidan
異質,いしつ,イシツ,ishitsu,isitu,ishitsu
痿疾,いしつ,イシツ,ishitsu,isitu,ishitsu
遺失,いしつ,イシツ,ishitsu,isitu,ishitsu
異日,いじつ,イジツ,ijitsu,izitu,ijitsu
いしづき,いしづき,イシヅキ,ishizuki,isizuki,ishizuki
遺失物,いしつぶつ,イシツブツ,ishitsubutsu,isitubutu,ishitsubutsu
いしつぶて,いしつぶて,イシツブテ,ishitsubute,isitubute,ishitsubute
いしなぎ,いしなぎ,イシナギ,ishinagi,isinagi,ishinagi
いしばし,いしばし,イシバシ,ishibashi,isibasi,ishibashi
維持費,いじひ,イジヒ,ijihi,izihi,ijihi
意思表示,いしひょうじ,イシヒョウジ,ishihyouji,isihyouzi,ishihyouji
石偏,いしへん,イシヘン,ishihen,isihen,ishihen
いじめ,いじめ,イジメ,ijime,izime,ijime
いじめっこ,いじめっこ,イジメッコ,ijimekko,izimekko,ijimekko
いじめられっこ,いじめられっこ,イジメラレッコ,ijimerarekko,izimerarekko,ijimerarekko
医者,いしゃ,イシャ,isha,isya,isha
慰藉,いしゃ,イシャ,isha,isya,isha
慰謝,いしゃ,イシャ,isha,isya,isha
イシャーウ,いしゃーう,イシャーウ,ishaau,isyaau,ishaau
いしやきいも,いしやきいも,イシヤキイモ,ishiyakiimo,isiyakiimo,ishiyakiimo
いしやきなべ,いしやきなべ,イシヤキナベ,ishiyakinabe,isiyakinabe,ishiyakinabe
胃弱,いじゃく,イジャク,ijaku,ijaku,ijaku
いしやり,いしやり,イシヤリ,ishiyari,isiyari,ishiyari
意趣,いしゅ,イシュ,ishu,isyu,ishu
異種,いしゅ,イシュ,ishu,isyu,ishu
イシュー,いしゅー,イシュー,ishuu,isyuu,ishuu
異執,いしゅう,イシュウ,ishuu,isyuu,ishuu
異臭,いしゅう,イシュウ,ishuu,isyuu,ishuu
蝟集,いしゅう,イシュウ,ishuu,isyuu,ishuu
遺習,いしゅう,イシュウ,ishuu,isyuu,ishuu
移住,いじゅう,イジュウ,ijuu,ijuu,ijuu
移住者,いじゅうしゃ,イジュウシャ,ijuusha,ijuusya,ijuusha
委縮,いしゅく,イシュク,ishuku,isyuku,ishuku
萎縮,いしゅく,イシュク,ishuku,isyuku,ishuku
医術,いじゅつ,イジュツ,ijutsu,ijutu,ijutsu
いしゆみ,いしゆみ,イシユミ,ishiyumi,isiyumi,ishiyumi
遺書,いしょ,イショ,isho,isyo,isho
囲障,いしょう,イショウ,ishou,isyou,ishou
意匠,いしょう,イショウ,ishou,isyou,ishou
異称,いしょう,イショウ,ishou,isyou,ishou
衣装,いしょう,イショウ,ishou,isyou,ishou
衣裳,いしょう,イショウ,ishou,isyou,ishou
遺詔,いしょう,イショウ,ishou,isyou,ishou
以上,いじょう,イジョウ,ijou,ijou,ijou
已上,いじょう,イジョウ,ijou,ijou,ijou
異常,いじょう,イジョウ,ijou,ijou,ijou
異状,いじょう,イジョウ,ijou,ijou,ijou
移乗,いじょう,イジョウ,ijou,ijou,ijou
移譲,いじょう,イジョウ,ijou,ijou,ijou
委譲,いじょう,イジョウ,ijou,ijou,ijou
異常気象,いじょうきしょう,イジョウキショウ,ijoukishou,ijoukisyou,ijoukishou
異常終了,いじょうしゅうりょう,イジョウシュウリョウ,ijoushuuryou,ijousyuuryou,ijoushuuryou
依嘱,いしょく,イショク,ishoku,isyoku,ishoku
委嘱,いしょく,イショク,ishoku,isyoku,ishoku
異色,いしょく,イショク,ishoku,isyoku,ishoku
移植,いしょく,イショク,ishoku,isyoku,ishoku
衣食,いしょく,イショク,ishoku,isyoku,ishoku
遺嘱,いしょく,イショク,ishoku,isyoku,ishoku
衣食住,いしょくじゅう,イショクジュウ,ishokujuu,isyokujuu,ishokujuu
いしわた,いしわた,イシワタ,ishiwata,isiwata,ishiwata
意地悪,いじわる,イジワル,ijiwaru,iziwaru,ijiwaru
威信,いしん,イシン,ishin,isin,ishin
維新,いしん,イシン,ishin,isin,ishin
偉人,いじん,イジン,ijin,izin,ijin
異人,いじん,イジン,ijin,izin,ijin
偉人伝,いじんでん,イジンデン,ijinden,izinden,ijinden
いす,いす,イス,isu,isu,isu
椅子,いす,イス,isu,isu,isu
位数,いすう,イスウ,isuu,isuu,isuu
いすか,いすか,イスカ,isuka,isuka,isuka
いすとり,いすとり,イストリ,isutori,isutori,isutori
いずみ,いずみ,イズミ,izumi,izumi,izumi
イズム,いずむ,イズム,izumu,izumu,izumu
イスラーム,いすらーむ,イスラーム,isuraamu,isuraamu,isuraamu
イスラム,いすらむ,イスラム,isuramu,isuramu,isuramu
以西,いせい,イセイ,isei,isei,isei
威勢,いせい,イセイ,isei,isei,isei
為政,いせい,イセイ,isei,isei,isei
異姓,いせい,イセイ,isei,isei,isei
異性,いせい,イセイ,isei,isei,isei
遺制,いせい,イセイ,isei,isei,isei
遺精,いせい,イセイ,isei,isei,isei
いせえび,いせえび,イセエビ,iseebi,iseebi,iseebi
伊勢海老,いせえび,イセエビ,iseebi,iseebi,iseebi
異世界,いせかい,イセカイ,isekai,isekai,isekai
いせき,いせき,イセキ,iseki,iseki,iseki
偉績,いせき,イセキ,iseki,iseki,iseki
医籍,いせき,イセキ,iseki,iseki,iseki
移籍,いせき,イセキ,iseki,iseki,iseki
遺跡,いせき,イセキ,iseki,iseki,iseki
異説,いせつ,イセツ,isetsu,isetu,isetsu
移設,いせつ,イセツ,isetsu,isetu,isetsu
以前,いぜん,イゼン,izen,izen,izen
怡然,いぜん,イゼン,izen,izen,izen
いそ,いそ,イソ,iso,iso,iso
位相,いそう,イソウ,isou,isou,iso
意想,いそう,イソウ,isou,isou,iso
異相,いそう,イソウ,isou,isou,iso
異装,いそう,イソウ,isou,isou,iso
移相,いそう,イソウ,isou,isou,iso
移送,いそう,イソウ,isou,isou,iso
遺贈,いぞう,イゾウ,izou,izou,izou
位相空間,いそうくうかん,イソウクウカン,isoukuukan,isoukuukan,isokuukan
いそうろう,いそうろう,イソウロウ,isourou,isourou,isorou
いそぎんちゃく,いそぎんちゃく,イソギンチャク,isoginchaku,isogintyaku,isoginchaku
いそぎ,いそぎ,イソギ,isogi,isogi,isogi
遺族,いぞく,イゾク,izoku,izoku,izoku
彝族,いぞく,イゾク,izoku,izoku,izoku
五十歳,ごじゅうさい,ゴジュウサイ,gojuusai,gojuusai,gojuusai
いそじ,いそじ,イソジ,isoji,isozi,isoji
いそちどり,いそちどり,イソチドリ,isochidori,isotidori,isochidori
いそなみ,いそなみ,イソナミ,isonami,isonami,isonami
いそひよどり,いそひよどり,イソヒヨドリ,isohiyodori,isohiyodori,isohiyodori
いそめ,いそめ,イソメ,isome,isome,isome
依存,いぞん,イゾン,izon,izon,izon
遺存,いぞん,イゾン,izon,izon,izon
異存,いぞん,イゾン,izon,izon,izon
依存症,いぞんしょう,イゾンショウ,izonshou,izonsyou,izonshou
いた,いた,イタ,ita,ita,ita
板,いた,イタ,ita,ita,ita
いたい,いたい,イタイ,itai,itai,itai
遺体,いたい,イタイ,itai,itai,itai
偉大,いだい,イダイ,idai,idai,idai
医大,いだい,イダイ,idai,idai,idai
